05/03/2025,01-2502-00597,25.02.092.01,SLM-00042SHC-01,21/02/2025,01/03/2025,SLM-00042SHC-01-4b,,0,Công ty cổ phần dược phẩm Soha Vimex,Hộp nước tắm thảo dược Sachi SC 250ml,1,,Làm mẫu trước khi sản xuất,"Nội dung và màu như mẫu khách hàng kí duyệt
- Hàng ko được thiếu số lượng
- Xả hết K1100 thiếu xả K1200 Hoài vật tư OK","22,000",0,"22,000","24,120",250,10.00%,6030,75,45,165,-513,479,4,5,Nhóm 2,Ivory NingBo,400,Xả-Xén-In-Láng-Bế-Dán-Đóng Thùng
05/03/2025,01-2503-00073,25.03.005.01,SLM-00041INH-04,05/03/2025,12/03/2025,SLM-00041INH-04-12b,,BGNX00125,Công Ty TNHH In Nhật Hàn,BGNX00141-Nhãn XXTT Heo cao bồi xốt trứng muối 13gr (160x110)mm,4,,Như lô gần nhất. Tên cũ của sản phẩm là Tem xúc xích heo cao bồi trứng muối cay - cần tây (Săn quà bí mật),"Như lô gần nhất
- Tên cũ của sản phẩm là Tem xúc xích heo cao bồi trứng muối cay - cần tây (Săn quà bí mật)
- Hàng không được thiếu số lượng","150,000",0,"150,000","157,200",290,5.00%,13100,160,110,0,596,-365,12,5,Nhóm 2,Couches TQ - Nivea,80,Xả-Xén-In-Láng-Bế-Dán-Đóng Thùng
05/03/2025,01-2503-00074,25.03.005.03,SLM-00043INH-04,05/03/2025,12/03/2025,SLM-00043INH-04-12b,,BGNX00126,Công Ty TNHH In Nhật Hàn,BGNX00142-Nhãn XXTT Heo cao bồi lắc thịt nướng phô mai 13gr (160x110)mm,4,,Như lô gần nhất. Tên cũ của sản phẩm là Tem xúc xích heo cao bồi thịt nướng phô mai - cần tây (Săn quà bí mật),"Như lô gần nhất
- Tên cũ của sản phẩm là Tem xúc xích heo cao bồi thịt nướng phô mai - cần tây (Săn quà bí mật)
- Hàng không được thiếu số lượng
- H mua giấy 05/3","150,000",0,"150,000","157,200",290,5.00%,13100,160,110,0,596,-365,12,5,Nhóm 2,Couches TQ - Nivea,80,Xả-Xén-In-Láng-Bế-Dán-Đóng Thùng
05/03/2025,01-2503-00075,25.03.005.05,SLM-00045INH-04,05/03/2025,12/03/2025,SLM-00045INH-04-12b,,BGNX00123,Công Ty TNHH In Nhật Hàn,BGNX00139-Nhãn XXTT Heo cao bồi xốt Tôm sữa 13gr (160x110)mm,4,,Như lô gần nhất. Tên cũ của sản phẩm là Tem xúc xích heo cao bồi tôm sữa - cần tây (Săn quà bí mật),"Như lô gần nhất
- Tên cũ của sản phẩm là Tem xúc xích heo cao bồi tôm sữa - cần tây (Săn quà bí mật)
- Hàng không được thiếu số lượng","150,000",0,"150,000","157,200",290,5.00%,13100,160,110,0,596,-365,12,5,Nhóm 2,Couches TQ - Nivea,80,Xả-Xén-In-Láng-Bế-Dán-Đóng Thùng
05/03/2025,01-2503-00083,YCM.7786,SLM-00406DGN-01,05/03/2025,11/03/2025,SLM-00406DGN-01-16b,Mẫu,01-26/12/2024,Công ty cổ phần nghiên cứu và sản xuất dược phẩm Meracine,Hộp kem bôi ngoài da Terbinafin Hydroclorid tuýp 10g,1,,-,"Nội dung theo maket, màu sắc theo file thiết kế=> Xưởng in duyệt màu khi in
- Cần 6 bộ mẫu chuẩn và 6 mẫu đẹp
- Ivory NingBo ĐL300/KT: (1300)*720mm=.> CHiều (1300) xén về (623) = 2 phôichiều 720 xén về 494",-,0,18,"6,400",,35456.00%,400,30,25,110,-623,494,16,3,Nhóm 2,Ivory NingBo,300,Xả-Xén-In-Láng-Bế-Dán-Đóng Thùng
05/03/2025,01-2503-00084,YCM.7790,SLM-00410DGN-01,05/03/2025,11/03/2025,SLM-00410DGN-01-6b,Mẫu,0,Công ty cổ phần nghiên cứu và sản xuất dược phẩm Meracine,Hộp men ống vi sinh Bio Meracine 4Bill ZinC 24 ống x 5ml,1,,-,"Nội dung theo maket. Màu sắc theo Hộp men ống vi sinh Bio Meracine 4Bil 24 ống x 5ml, chi tiết khác theo file thiết kế=> Xưởng in duyệt màu khi in 
- Chế bản giãn file chiều 603 thêm 1mm và ra khuôn thúc nổi mới 
- Cần 6 bộ mẫu chuẩn và 6 mẫu đẹp 
- Băng (464)*551 cấp cho lệnh 01-2503-00085",-,0,18,"2,700",,14900.00%,450,87,31,140,603,-510,6,4,Nhóm 2,Ivory NingBo,350,Xả-Xén-In-Láng-Bế-Dán-Đóng Thùng
05/03/2025,01-2503-00085,YCM.7788,SLM-00408DGN-01,05/03/2025,11/03/2025,SLM-00408DGN-01-4b,Mẫu,0,Công ty cổ phần nghiên cứu và sản xuất dược phẩm Meracine,Hộp men ống vi sinh Bio Meracine 2Bill ZinC 24 ống x 5ml,1,,-,"Nội dung theo maket. Màu sắc theo Hộp men ống vi sinh Bio Meracine 2Bil 24 ống x 5ml, chi tiết khác theo file thiết kế=> Xưởng in duyệt màu khi in 
- Chế bản ra khuôn thúc nổi mới 
- Cần 6 bộ mẫu chuẩn và 6 mẫu đẹp 
- Sử dụng Băng (464)*551 của lệnh 01-2503-00084 cấp cho lệnh này",-,0,18,"1,800",,9900.00%,450,87,42,140,551,-464,4,4,Nhóm 2,Ivory NingBo,350,Xả-Xén-In-Láng-Bế-Dán-Đóng Thùng
05/03/2025,01-2503-00086,Test ghép màng,SLM-00032APT-01,05/03/2025,05/03/2025,SLM-00032APT-01-1b,Mẫu,0,Công ty TNHH ARTPRESTO Việt Nam,Gia công cán màng hologram bộ thẻ Doraemon,1,,-,"Lệnh này test ghép màng
Giấy kỹ thuật cấp",-,0,500,500,,0.00%,500,790,540,0,790,-545,1,0,Nhóm 2,Suncard,360,Xả-Xén-In-Láng-Bế-Dán-Đóng Thùng
05/03/2025,01-2503-00087,24.06.005.04,SLM-00312DGN-02,,08/03/2025,SLM-00312DGN-02-8b,Bù,0,Công ty cổ phần nghiên cứu và sản xuất dược phẩm Meracine,Hộp Mighty up,2,,"Màu sắc và quy cách như mẫu đã duyệt. Mẫu đã duyệt có lỗi chữ ""Thinning"" cần khắc phục khi in đơn hàng. Nội dung theo BXN số 01-16/05/2024","In bù LSX 01-2501-00480 = cần 3.112 cái
- - Hàng không được thiếu số lượng
- Cũ in giấy CM, lô này in giấy NB=> Chú ý in đúng màu và ra bản theo chế độ anh Tuấn chỉ định
- CHú ý kiểm soát tất cả các công đoạn","5,500",0,"3,112","22,400",650,620.00%,2800,50,35,110,703,-457,8,5,Nhóm 2,Ivory NingBo,300,Xả-Xén-In-Láng-Bế-Dán-Đóng Thùng
05/03/2025,01-2503-00089,YCM.7782,SLM-00716CPC-01,05/03/2025,11/03/2025,SLM-00716CPC-01-15b,Mẫu,H1-C00783,Công ty cổ phần dược phẩm CPC1 Hà Nội,Hộp OPHTALMO Eye Drops 5ml XK Cambodia,1,,-,"Nội dung theo maket. Mã khách hàng H1-C00783
- Màu sắc theo file thiết kế=> Xưởng in duyệt màu khi in
- Chế bản giãn file chiều 642 thêm 1.07mm
- . Cần 50 pcs đẹp",-,0,50,"6,000",,11900.00%,400,31,31,75,-642,420,15,5,Nhóm 2,Ivory NingBo,300,Xả-Xén-In-Láng-Bế-Dán-Đóng Thùng
05/03/2025,01-2503-00090,YCM.7784,SLM-00718CPC-01,05/03/2025,11/03/2025,SLM-00718CPC-01-12b,Mẫu,H1-C00783,Công ty cổ phần dược phẩm CPC1 Hà Nội,Hộp Eye Tear Eye Drops XK 10ml Cambodia,1,,-,"Nội dung theo maket. Mã khách hàng H1-C00783
- Màu sắc theo file thiết kế=> Xưởng in duyệt màu khi in
- Chế bản giãn file chiều 646 thêm 1.1mm
- . Cần 50 pcs đẹp",-,0,50,"4,800",,9500.00%,400,30,30,110,-656,405,12,5,Nhóm 2,Ivory NingBo,350,Xả-Xén-In-Láng-Bế-Dán-Đóng Thùng
05/03/2025,01-2503-00091,YCM.7783,SLM-00717CPC-01,05/03/2025,11/03/2025,SLM-00717CPC-01-8b,Mẫu,T1-C00783,Công ty cổ phần dược phẩm CPC1 Hà Nội,Toa OPHTALMO Eye Drops XK Cambodia,1,,-,"Nội dung theo maket. Mã khách hàng T1-C00783
- Màu sắc theo file thiết kế=> Xưởng in duyệt màu khi in
- . Cần 50 pcs đẹp",-,0,50,"2,000",,3900.00%,250,275,95,0,-560,395,8,4/4 trở nó,Nhóm 2,Couches TQ - Nivea,80,Xả-Xén-In-Láng-Bế-Dán-Đóng Thùng
05/03/2025,01-2503-00092,YCM.7785,SLM-00719CPC-01,05/03/2025,11/03/2025,SLM-00719CPC-01-12b,Mẫu,T1-C00783,Công ty cổ phần dược phẩm CPC1 Hà Nội,Toa Eye Tear Eye Drops XK Cambodia,1,,-,"Nội dung theo maket. hàng T1-C00783
- Màu sắc theo file thiết kế=> Xưởng in duyệt màu khi in
- . Cần 50 pcs đẹp",-,0,50,600,,1100.00%,50,205,95,0,-580,425,12,1/1 trở nó,Nhóm 2,Couches TQ - Nivea,80,Xả-Xén-In-Láng-Bế-Dán-Đóng Thùng
06/03/2025,01-2502-00364,25.02.002.13,SLM-00312CPC-03,14/02/2025,24/02/2025,SLM-00312CPC-03-6b,,T8-14-040225-T02365-C00783,Công ty cổ phần dược phẩm CPC1 Hà Nội,Toa Moxieye,3,,Sửa nội dung và kích thước. Mã khách hàng T8-14-040225-T02365-C00783,"Sửa nội dung và kích thước theo ECn số 6351
- . Mã khách hàng T8-14-240125-T02365-C00783","125,000",0,"125,000","127,200",220,2.00%,21200,356,95,0,-580,371,6,1/1 Trở nó,Nhóm 2,Couches TQ - Nivea,80,Xả-Xén-In-Láng-Bế-Dán-Đóng Thùng
06/03/2025,01-2502-00365,25.02.002.11,SLM-00145CPC-05,14/02/2025,24/02/2025,SLM-00145CPC-05-12b,,H8-14-040225-H00770-C00783,Công ty cổ phần dược phẩm CPC1 Hà Nội,Hộp Moxieye - 10ml,5,,"Sửa nội dung, thu nhỏ hình ảnh ở nắp hộp. Mã khách hàng H8-14-040225-H00770-C00783","Sửa nội dung, thu nhỏ hình ảnh ở nắp hộp theo ECn số 6350
- . Mã khách hàng H8-14-240225-H00770-C00783
- H mua giấy 18/2","60,000",0,"60,000","64,320",230,7.00%,5360,31,31,110,-663,421,12,5,Nhóm 2,Ivory NingBo C1S,300,Xả-Xén-In-Láng-Bế-Dán-Đóng Thùng
06/03/2025,01-2502-00366,25.02.002.12,SLM-00046CPC-05,14/02/2025,24/02/2025,SLM-00046CPC-05-15b,,H8-14-040225-H00768-C00783,Công ty cổ phần dược phẩm CPC1 Hà Nội,Hộp Moxieye ống 2ml,5,,Sửa nội dung. Mã khách hàng H8-14-040225-H00768-C00783,"Sửa nội dung theo ECn số 6349
- .Mã khách hàng H8-14-240225-H00768-C00783
- H mua giấy 26/2","65,000",0,"65,000","70,200",220,8.00%,4680,31,31,75,-642,419,15,5,Nhóm 2,Ivory NingBo,300,Xả-Xén-In-Láng-Bế-Dán-Đóng Thùng
06/03/2025,01-2502-00378,25.02.068.01,SLM-00096THM-03,15/03/2025,24/02/2025,SLM-00096THM-03-6b,,0,Công ty TNHH Một thành viên Thế hệ mới Phú Thọ,Hộp Cozy trà tan vải 240g ( nắp và đáy dán),3,,Như lô gần nhất,"Như lô gần nhất
- Cũ in giấy NB, lô này in giấy Giấy Ivory April => Chú ý in đúng màu và ra bản theo chế độ anh Tuấn chỉ định
- H mua giấy 06/3","150,000",0,"150,000","153,900",280,3.00%,25650,100,62,155,-843,692,6,6,Nhóm 2,Ivory Ningbo,350,Xả-Xén-In-Láng-Bế-Dán-Đóng Thùng
06/03/2025,01-2502-00600,25.02.069.07,SLM-00030CPC-03,21/02/2025,05/03/2025,SLM-00030CPC-03-16b,,T5-18-130225-T02508-C00783,Công ty cổ phần dược phẩm CPC1 Hà Nội,Toa Afenemi 10ml,3,,Sửa nội dung. Mã khách hàng T5-18-130225-T02508-C00783,"Sửa nội dung theo ECN số 6348
- Mã khách hàng T5-18-130225-T02508-C00783","22,000",0,"22,000","23,520",80,7.00%,1470,160,100,0,-646,418,16,1/1 trở nó,Nhóm 2,Couches TQ - Nivea,80,Xả-Xén-In-Láng-Bế-Dán-Đóng Thùng
06/03/2025,01-2502-00602,25.02.069.06,SLM-00029CPC-03,21/02/2025,05/03/2025,SLM-00029CPC-03-12b,,H5-18-130225-H00997-C00783,Công ty cổ phần dược phẩm CPC1 Hà Nội,Hộp Afenemi 10ml,3,,"Sửa nội dung, sửa kích thước ô bắn date. Mã khách hàng H5-18-130225-H00997-C00783","Sửa nội dung, sửa kích thước ô bắn date theo ECN số 6347
- Mã khách hàng H5-18-130225-H00997-C00783
- Cũ in giấy CM, lô này in giấy NB=> Chú ý in đúng màu và ra bản theo chế độ anh Tuấn chỉ định","22,000",0,"22,000","24,720",165,12.00%,2060,31,31,110,-663,421,12,4,Nhóm 2,Ivory ChenMing,300,Xả-Xén-In-Láng-Bế-Dán-Đóng Thùng
06/03/2025,01-2503-00011,25.03.004.12,SLM-00704NAV-01,03/03/2025,24/03/2025,SLM-00704NAV-01-18b,,0,Công ty TNHH Sản xuất - Dịch vụ Nam Việt,31322585306 - Tem dán kores,1,,Sửa số lot 28.04.2025. ID1285. In mực không dầu khoáng theo tiêu chuẩn MOAH 2025,"Ra bản mới Sửa số lot 28.04.2025. ID1285 theo ECN số 6330
- . In mực không dầu khoáng theo tiêu chuẩn MOAH 2025
- - Sử dụng giấy sắc để bắn bản và chỉnh màu
- Hàng không được thừa và không được thiếu số lượng
- H mua giấy 06/3","5,236",0,"5,236","9,360",180,79.00%,520,145,78,0,498,463,18,5,Nhóm 3,Đề can chấm đỏ,0,Xả-Xén-In-Láng-Bế-Dán-Đóng Thùng
06/03/2025,01-2503-00012,25.03.004.17,SLM-00732NAV-01,03/03/2025,19/03/2025,SLM-00732NAV-01-18b,,0,Công ty TNHH Sản xuất - Dịch vụ Nam Việt,31319947204 - Tem dán kores,1,,Sửa số lot ID2205. In mực không dầu khoáng theo tiêu chuẩn MOAH 2025,"Ra bản mới Sửa số lot ID2205. theo ECN số 6329
- . In mực không dầu khoáng theo tiêu chuẩn MOAH 2025
- Hàng không được thừa và không được thiếu số lượng
- Sử dụng giấy sắc để bắn bản và chỉnh màu
- H mua giấy 06/3","5,150",0,"5,150","9,270",180,80.00%,515,145,78,0,498,463,18,5,Nhóm 3,Đề can chấm đỏ,0,Xả-Xén-In-Láng-Bế-Dán-Đóng Thùng
06/03/2025,01-2503-00051,25.03.007.02,SLM-00142HHK-01,04/03/2025,11/03/2025,SLM-00142HHK-01-4b,,0,Công Ty TNHH Hải Hà - Kotobuki,Hộp bánh Orito Cracker khoai tây 150 (145g),1,,Như lô gần nhất,"Như lô gần nhất
- H mua giấy 06/3 ( xả hết tồn thiếu xả giấy mơi về)","21,000",0,"21,000","22,200",175,6.00%,5550,250,60,110,-750,720,4,5,Nhóm 2,Duplex Hanson,400,Xả-Xén-In-Láng-Bế-Dán-Đóng Thùng
06/03/2025,01-2503-00055,25.03.005.06,SLM-00046INH-04,04/03/2025,09/03/2025,SLM-00046INH-04-12b,,BGNX00122,Công Ty TNHH In Nhật Hàn,BGNX00138-Nhãn XXTT Heo cao bồi lắc phô mai 13gr (160x110)mm,4,,Như lô gần nhất. Tên cũ của sản phẩm là Tem xúc xích heo cao bồi phô mai - cần tây (Săn quà bí mật),"Như lô gần nhất. 
- Tên cũ của sản phẩm là Tem xúc xích heo cao bồi phô mai - cần tây (Săn quà bí mật)
- - In nốt SL thiếu = cần 300.000 cái
- Hàng không được thiếu số lượng
- H mua giấy 06/3","450,000",0,"300,000","308,400",400,3.00%,25700,160,110,0,596,-365,12,5,Nhóm 2,Couches TQ - Nivea,80,Xả-Xén-In-Láng-Bế-Dán-Đóng Thùng
06/03/2025,01-2503-00072,25.03.005.02,SLM-00042INH-04,04/03/2025,09/03/2025,SLM-00042INH-04-12b,,BGNX00124,Công Ty TNHH In Nhật Hàn,BGNX00140-Nhãn XXTT Heo cao bồi lắc phô mai bắp bơ 13gr (160x110)mm,4,,Như lô gần nhất. Tên cũ của sản phẩm là Tem xúc xích heo cao bồi phô mai bắp bơ - cần tây (Săn quà bí mật),"Như lô gần nhất. 
- Tên cũ của sản phẩm là Tem xúc xích heo cao bồi phô mai bắp bơ - cần tây (Săn quà bí mật)
- In nốt SL thiếu = cần 300.000 cái
- Hàng không được thiếu số lượng
- H mua giấy 06/3","450,000",0,"300,000","308,400",400,3.00%,25700,160,110,0,596,-365,12,5,Nhóm 2,Couches TQ - Nivea,80,Xả-Xén-In-Láng-Bế-Dán-Đóng Thùng
06/03/2025,01-2503-00093,25.02.067.62,SLM-00280DGN-02,06/03/2025,18/03/2025,SLM-00280DGN-02-3b,,02-21/03/2023,Công ty cổ phần nghiên cứu và sản xuất dược phẩm Meracine,Hộp Inbifos New (2 túi x 10 gói x 3g),2,,Sửa nội dung. Nội dung theo BXN số 02-21/03/2023. Tên sản phẩm cũ là Hộp Inbifos New 20 gói x 3g,"Sửa nội dung theo ECN số 6345.
- Nội dung theo BXN số 02-21/03/2023.
- Tên sản phẩm cũ là Hộp Inbifos New 20 gói x 3g
- Cũ in giấy CM, lô này in giấy NB=> Chú ý in đúng màu và ra bản theo chế độ anh Tuấn chỉ định","6,000",0,"6,000","7,140",200,19.00%,2380,140,65,95,637,-438,3,4,Nhóm 2,Ivory ChenMing,300,Xả-Xén-In-Láng-Bế-Dán-Đóng Thùng
06/03/2025,01-2503-00095,25.03.012.02,SLM-00047SHC-01,06/03/2025,14/03/2025,SLM-00047SHC-01-8b,,0,Công ty Cổ phần Tập đoàn Dược phẩm và Thương Mại Sohaco,Toa Fysoline xanh,1,,Như mẫu đã in. Tên khách hàng cũ là Công ty cổ phần dược phẩm Soha Vimex. Tên cũ của sản phẩm là Toa Fysoline xanh 20 ống 5ml,"Nọi dung và màu Như mẫu đã in.
- Tên khách hàng cũ là Công ty cổ phần dược phẩm Soha Vimex. Tên cũ của sản phẩm là Toa Fysoline xanh 20 ống 5ml
- Hàng không được thiếu số lượng","85,000",0,"85,000","87,200",165,3.00%,10900,180,140,0,-570,375,8,1/1 trở nó,Nhóm 2,Bãi Bằng (GI) ĐT92,60,Xả-Xén-In-Láng-Bế-Dán-Đóng Thùng
06/03/2025,01-2503-00099,25.03.015.02,SLM-00003DTB-13,06/03/2025,15/03/2025,SLM-00003DTB-13-8b,,0,Công Ty TNHH Sản Xuất Và Thương Mại Dược Phẩm Tâm Bình,Toa HDSD Đại tràng Tâm Bình,13,,Như lô gần nhất. Tên cũ của sản phẩm là Toa Đại Tràng Tâm Bình(Ko ghi chú Hàng giả),"Như lô gần nhất. 
- Tên cũ của sản phẩm là Toa Đại Tràng Tâm Bình(Ko ghi chú Hàng giả)
- - Số lượng trên đã bao gồm số tờ in CẤP THÊM 50 TỜ ĐỂ LẤY 20 MẪU MÀU CHUẨN. ĐỐC CÔNG XƯỞNG IN DUYỆT ĐỂ LẤY MẪU MÀU CẤP CHO PHÒNG KỸ THUẬT","100,000",0,"100,000","103,360",350,3.00%,12920,205,145,0,600,-428,8,5/5 trở nó,Nhóm 2,An Hòa,80,Xả-Xén-In-Láng-Bế-Dán-Đóng Thùng
06/03/2025,01-2503-00100,25.03.015.03,SLM-00006DTB-13,06/03/2025,15/03/2025,SLM-00006DTB-13-8b,,0,Công Ty TNHH Sản Xuất Và Thương Mại Dược Phẩm Tâm Bình,Toa HDSD Viên khớp Tâm Bình,13,,Như lô gần nhất. Tên cũ của sản phẩm là Toa Viên khớp Tâm Bình(Ko ghi chú Hàng giả),"Như lô gần nhất. 
- Tên cũ của sản phẩm là Toa Viên khớp Tâm Bình(Ko ghi chú Hàng giả)
- XẢ HẾT K860 thiếu xả K1090 băng xén về giấy A4 KT 210*297","100,000",0,"100,000","102,960",300,3.00%,12870,205,145,0,602,-426,8,5/5 trở nó,Nhóm 2,Bãi bằng ĐT92,80,Xả-Xén-In-Láng-Bế-Dán-Đóng Thùng
